party_id,country,party_name_short,party_name_english,party_name,family,url,first,last,cabinet_n,election_n,share_max_year,share_max,wikipedia
957,FIN,IK,Patriotic People's Movement,Isänmaallinen Kansanliike – Fosterländska Folkrörelsen,con,http://www.parlgov.org/explore/fin/party/957/,1933,1939,,3,1936,8.3,http://en.wikipedia.org/wiki/Patriotic_People%27s_Movement_(Finland)
1219,FIN,KE|SLK,National Progressive Party | [Finnish] Liberal People's Party,Kansallinen Edistyspuolue | [Suomen] Liberaalinen Kansanpuolue,lib,http://www.parlgov.org/explore/fin/party/1219/,1919,1991,34,21,1919,12.8,http://en.wikipedia.org/wiki/Liberals_%28Finland%29
1118,FIN,KOK,National Coalition Party,Kansallinen Kokoomus – Samlingspartiet,con,http://www.parlgov.org/explore/fin/party/1118/,1919,2019,28,29,1987,23.1,http://en.wikipedia.org/wiki/Kansallinen_Kokoomus
94,FIN,KESK,Centre Party,Keskusta,agr,http://www.parlgov.org/explore/fin/party/94/,1917,2019,62,30,1930,27.3,http://en.wikipedia.org/wiki/Centre_Party_%28Finland%29
1463,FIN,KD,Christian Democrats,Kristillisdemokraatit – Kristdemokraterna,chr,http://www.parlgov.org/explore/fin/party/1463/,1966,2019,5,15,2003,5.3,http://en.wikipedia.org/wiki/Suomen_Kristillisdemokraatit
2801,FIN,LN,Movement Now,Liike Nyt,lib,http://www.parlgov.org/explore/fin/party/2801/,2019,2019,,1,2019,2.2,https://en.wikipedia.org/wiki/Movement_Now
1009,FIN,NSP,Young Finns,Nuorsuomalaiset – Ungfinnarna,lib,http://www.parlgov.org/explore/fin/party/1009/,1995,1999,,2,1995,2.8,http://en.wikipedia.org/wiki/Young_Finns
1389,FIN,POP,Constitutional People's Party,Perustuslaillinen Oikeistopuolue – Konstitutionella högerpartiet,con,http://www.parlgov.org/explore/fin/party/1389/,1975,1983,,3,1975,1.6,http://en.wikipedia.org/wiki/Constitutional_Right_Party
2293,FIN,PMP,Party of Smallholders and Rural People,Pienviljelijäin ja maalaiskansan puolue,agr,http://www.parlgov.org/explore/fin/party/2293/,1939,1951,,4,1939,2.1,http://en.wikipedia.org/wiki/Small_Farmers_Party
638,FIN,Rt,Reform Group,Remonttiryhmä,spec,http://www.parlgov.org/explore/fin/party/638/,1999,1999,,1,1999,1.1,http://fi.wikipedia.org/wiki/Remonttiryhm%C3%A4
585,FIN,RKP-SFP,Swedish People's Party,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,lib,http://www.parlgov.org/explore/fin/party/585/,1917,2019,52,30,1922,12.4,http://en.wikipedia.org/wiki/Swedish_People%27s_Party_%28Finland%29
2434,FIN,SP-V,Finnish Party -- Old Finns,Suomalainen puolue – Vanhasuomalaiset,con,http://www.parlgov.org/explore/fin/party/2434/,1917,1917,2,1,1917,30.2,https://en.wikipedia.org/wiki/Finnish_Party
1576,FIN,SEP,Finnish Pensioners Party,Suomen Eläkeläisten Puolue– Finlands Pensionärers Parti,spec,http://www.parlgov.org/explore/fin/party/1576/,1987,1987,,1,1987,1.2,http://fi.wikipedia.org/wiki/Suomen_El%C3%A4kel%C3%A4isten_Puolue
139,FIN,SKYP,Finnish People's Unity Party,Suomen kansan yhtenäisyyden puolueen – Finlands folks enhetsparti,con,http://www.parlgov.org/explore/fin/party/139/,1975,1983,,2,1975,1.7,http://en.wikipedia.org/wiki/Party_of_the_Unity_of_the_Finnish_People
2433,FIN,SKrTL,Christian Workers' Union of Finland,Suomen Kristillisen Työväen Liitto –  Finlands kristliga arbetarförbund,soc,http://www.parlgov.org/explore/fin/party/2433/,1917,1919,,2,1917,1.6,https://en.wikipedia.org/wiki/Christian_Workers%27_Union_of_Finland
920,FIN,SPP,Finnish Small Farmers' Party,Suomen Pienviljelijäin Puolue – Finska Småbrukarpartiet,agr,http://www.parlgov.org/explore/fin/party/920/,1929,1936,,4,1933,3.4,http://en.wikipedia.org/wiki/Small_Farmers%27_Party_of_Finland
200,FIN,SP|P,Finnish Party | True Finns,Suomen Puolue | Perussuomalaiset,agr,http://www.parlgov.org/explore/fin/party/200/,1962,2019,3,16,2011,19.1,https://en.wikipedia.org/wiki/Finns_Party
395,FIN,SSDP,Social Democratic Party of Finland,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,soc,http://www.parlgov.org/explore/fin/party/395/,1917,2019,39,30,1917,44.8,http://en.wikipedia.org/wiki/Suomen_Sosialidemokraattinen_Puolue
1108,FIN,TPSL,Social Democratic League of Workers and Smallholders,Tyäväen ja Pienviljelijäin Sosialdemokraattinen Liitto – Arbetarnas och Småbrukarnas Socialdemokratiska Förbund,soc,http://www.parlgov.org/explore/fin/party/1108/,1958,1972,4,5,1962,4.4,http://en.wikipedia.org/wiki/Social_Democratic_Union_of_Workers_and_Smallholders
2645,FIN,UV|SIN,New Alternative | Blue Reform,Uusi vaihtoehto | Sininen tulevaisuus,right,http://www.parlgov.org/explore/fin/party/2645/,2019,2019,1,1,2019,1,https://en.wikipedia.org/wiki/New_Alternative
1649,FIN,VEU,Anti-EU Movement,Vaihtoehto EU:Lle,spec,http://www.parlgov.org/explore/fin/party/1649/,1996,1996,,1,1996,2.1,http://fi.wikipedia.org/wiki/Vaihtoehto_EU:lle_Tiedotuskeskus
1109,FIN,VL,Liberal League,Vapaamielisten Liitto – De Frisinnades Förbund,lib,http://www.parlgov.org/explore/fin/party/1109/,1954,1962,,3,1962,0.5,http://en.wikipedia.org/wiki/Liberal_League_%28Finland%29
979,FIN,VSL,League for Free Finland,Vapaan Suomen Liitto – Självständighetspartiet,spec,http://www.parlgov.org/explore/fin/party/979/,1995,1995,,1,1995,1,http://fi.wikipedia.org/wiki/Itsen%C3%A4isyyspuolue
1062,FIN,VIHR,Green League,Vihreä Liitto – Gröna Förbundet,eco,http://www.parlgov.org/explore/fin/party/1062/,1983,2019,9,10,2019,11.5,http://en.wikipedia.org/wiki/Vihre%C3%A4_Liitto
2593,FRA,ALP,Liberal People's Action,Action libérale populaire,chr,http://www.parlgov.org/explore/fra/party/2593/,1910,1910,1,1,1910,1.8,https://en.wikipedia.org/wiki/Popular_Liberal_Action
2358,FRA,ARS,Republican and Social Action,Action républicaine et sociale,con,http://www.parlgov.org/explore/fra/party/2358/,,,2,,,,http://en.wikipedia.org/wiki/Republican_and_Social_Action
2400,FRA,AO,Alliance of the Overseas,Alliances des outre-mers,com,http://www.parlgov.org/explore/fra/party/2400/,2004,2014,,3,2004,0.6,http://en.wikipedia.org/wiki/Alliance_of_the_Overseas
1491,FRA,CD,Democratic Centre,Centre démocrat,chr,http://www.parlgov.org/explore/fra/party/1491/,1967,1968,1,2,1967,14.1,http://en.wikipedia.org/wiki/Democratic_Centre_(France)
885,FRA,CDP,Centre Democracy and Progress,Centre démocratie et progrés,chr,http://www.parlgov.org/explore/fra/party/885/,1973,1973,4,1,1973,3.8,"http://en.wikipedia.org/wiki/Centre,_Democracy_and_Progress"
2265,FRA,CDS,Centre of Social Democrats,Centre des démocrates sociaux,chr,http://www.parlgov.org/explore/fra/party/2265/,1978,1989,,2,1981,5.3,http://en.wikipedia.org/wiki/Centre_of_Social_Democrats
1414,FRA,CNIP,National Centre of Independents and Peasants [Conservatives],Centre national des indépendants et paysans,con,http://www.parlgov.org/explore/fra/party/1414/,1951,1981,12,9,1958,20,http://en.wikipedia.org/wiki/National_Centre_of_Independents_and_Peasants
259,FRA,CPNT,"Hunting, Fishing, Nature, Tradition","Chasse, pêche, nature, traditions",agr,http://www.parlgov.org/explore/fra/party/259/,1989,2009,,1,2002,1.7,"http://en.wikipedia.org/wiki/Chasse,_P%C3%AAche,_Nature,_Traditions"
2589,FRA,C,Conservatives,Conservateurs,con,http://www.parlgov.org/explore/fra/party/2589/,1902,1932,,8,1906,29.2,""
2399,FRA,DLR|DLF,Republic Arise | France Arise,Debout la république | Debout la France,con,http://www.parlgov.org/explore/fra/party/2399/,2009,2019,,1,2017,1.2,https://en.wikipedia.org/wiki/Debout_la_France
285,FRA,droite,other right,divers droite,con,http://www.parlgov.org/explore/fra/party/285/,1979,2017,,8,1997,6.6,""
2249,FRA,eco,other ecologists,divers ecologistes,eco,http://www.parlgov.org/explore/fra/party/2249/,1989,2019,,1,2002,1.2,"http://en.wikipedia.org/wiki/French_legislative_election,_2002"
177,FRA,gauche,other left,divers gauche,soc,http://www.parlgov.org/explore/fra/party/177/,1978,2017,,5,2012,3.4,""
2079,FRA,ex-dro,other far-right,extrême droite,right,http://www.parlgov.org/explore/fra/party/2079/,1956,2017,,6,1956,1.2,""
2083,FRA,ex-gau,other far-left,extrême gauche,com,http://www.parlgov.org/explore/fra/party/2083/,1993,2017,,4,2007,3.4,""
270,FRA,FN,National Front,Front national,right,http://www.parlgov.org/explore/fra/party/270/,1984,2019,,8,1997,14.9,http://en.wikipedia.org/wiki/Front_National_(France)
1094,FRA,G,Gaullists,Gaulliste,con,http://www.parlgov.org/explore/fra/party/1094/,1946,1973,18,8,1968,38,http://en.wikipedia.org/wiki/Gaullist_Party
650,FRA,GE,Ecology Generation,Generation écologie,eco,http://www.parlgov.org/explore/fra/party/650/,1993,1994,,1,1994,2,http://en.wikipedia.org/wiki/Ecology_Generation
2732,FRA,Gs,"Generation.s, the movement","Génération.s, le mouvement",soc,http://www.parlgov.org/explore/fra/party/2732/,2019,2019,,1,2019,3.3,https://en.wikipedia.org/wiki/G%C3%A9n%C3%A9ration.s
59,FRA,IR|DL,Independent Republicans | Liberal Democracy,Independants républicains | Démocratie libérale,con,http://www.parlgov.org/explore/fra/party/59/,1962,2002,10,6,1978,10.6,http://en.wikipedia.org/wiki/Independent_Republicans
2644,FRA,FI,Unbowed France,La France Insoumise,com,http://www.parlgov.org/explore/fra/party/2644/,2017,2019,,1,2017,11,https://en.wikipedia.org/wiki/La_France_Insoumise
2643,FRA,REM,The Republic Onwards!,La République En Marche!,lib,http://www.parlgov.org/explore/fra/party/2643/,2017,2019,3,1,2017,28.2,https://en.wikipedia.org/wiki/En_Marche!
873,FRA,V,Greens,Les Verts,eco,http://www.parlgov.org/explore/fra/party/873/,1978,2019,3,9,1993,7.6,http://en.wikipedia.org/wiki/The_Greens_%28France%29
442,FRA,LCR,Revolutionary Communist League,Ligue communiste révolutionnaire,com,http://www.parlgov.org/explore/fra/party/442/,2002,2009,,1,2002,1.3,http://en.wikipedia.org/wiki/Revolutionary_Communist_League_%28France%29
2264,FRA,RPR+UDF,RPR/UDF connected list,Listes communes RPR/UDF,con,http://www.parlgov.org/explore/fra/party/2264/,1984,1994,,1,1986,20.8,""
1176,FRA,LO,Workers' Struggle,Lutte ouvrière,com,http://www.parlgov.org/explore/fra/party/1176/,1973,2014,,3,1978,1.7,http://en.wikipedia.org/wiki/Lutte_Ouvri%C3%A8re
2143,FRA,MDC,Citizens' Movement,Mouvement des citoyens,com,http://www.parlgov.org/explore/fra/party/2143/,1994,2002,1,2,1997,2.8,http://en.wikipedia.org/wiki/Citizens%27_Movement_%28France%29
1263,FRA,MNR,National Republican Movement,Mouvement national républicain,right,http://www.parlgov.org/explore/fra/party/1263/,1999,2002,,1,2002,1.1,http://en.wikipedia.org/wiki/National_Republican_Movement
1101,FRA,MF,Movement for France,Mouvement pour la France,con,http://www.parlgov.org/explore/fra/party/1101/,1994,2007,,2,2007,1.2,http://en.wikipedia.org/wiki/Mouvement_pour_la_France
213,FRA,MR,Reformers Movement,Mouvement réformateur,chr,http://www.parlgov.org/explore/fra/party/213/,1973,1973,1,1,1973,13.3,http://en.wikipedia.org/wiki/Reforming_Movement
1086,FRA,MRP,Popular Republican Movement,Mouvement républicain populaire,chr,http://www.parlgov.org/explore/fra/party/1086/,1945,1962,26,7,1946,28.1,http://en.wikipedia.org/wiki/Popular_Republican_Movement
1058,FRA,NC,New Centre,Nouveau centre,lib,http://www.parlgov.org/explore/fra/party/1058/,2007,2014,3,2,2007,2.4,http://en.wikipedia.org/wiki/New_Centre
2733,FRA,PA,Animalist Party,Parti animaliste,spec,http://www.parlgov.org/explore/fra/party/2733/,2019,2019,,1,2019,2.2,https://en.wikipedia.org/wiki/Animalist_Party
686,FRA,PCF,French Communist Party,Parti communiste française,com,http://www.parlgov.org/explore/fra/party/686/,1924,2019,11,24,1946,28.6,http://en.wikipedia.org/wiki/French_Communist_Party
2260,FRA,MP,Party of Presidential Majority,Parti de la Majorité présidentielle,com,http://www.parlgov.org/explore/fra/party/2260/,1978,1993,,3,1978,2,"http://en.wikipedia.org/wiki/French_legislative_election,_1978"
2583,FRA,PDP,Popular Democratic Party,Parti démocrate populaire,chr,http://www.parlgov.org/explore/fra/party/2583/,1932,1932,5,1,1932,3.2,https://en.wikipedia.org/wiki/Popular_Democratic_Party_%28France%29
670,FRA,PFN,Party of New Forces,Parti des forces nouvelles,right,http://www.parlgov.org/explore/fra/party/670/,1979,1979,,1,1979,1.3,http://fr.wikipedia.org/wiki/Parti_des_forces_nouvelles_%28France%29
2813,FRA,PE,Ecologist Party,Parti écologiste,eco,http://www.parlgov.org/explore/fra/party/2813/,,,2,,,,https://en.wikipedia.org/wiki/Ecologist_Party
1492,FRA,PRG,Radical Party of the Left,Parti radical de gauche,soc,http://www.parlgov.org/explore/fra/party/1492/,1973,2017,12,11,1978,2.2,http://en.wikipedia.org/wiki/Left_Radical_Party
401,FRA,PR,Radical Socialist Party,Parti radical-socialiste ,con,http://www.parlgov.org/explore/fra/party/401/,1902,2014,82,15,1906,28.5,http://en.wikipedia.org/wiki/Radical_Party_(France)
1297,FRA,PRL,Conservatives,Parti républicain de la liberté,con,http://www.parlgov.org/explore/fra/party/1297/,1945,1946,11,3,1945,13.3,http://en.wikipedia.org/wiki/Republican_Party_of_Liberty
2594,FRA,RS,Republican Socialist Party,Parti républicain socialiste,soc,http://www.parlgov.org/explore/fra/party/2594/,1910,1936,41,6,1910,20.4,https://en.wikipedia.org/wiki/Republican-Socialist_Party
1539,FRA,PS,Socialist Party,Parti socialiste,soc,http://www.parlgov.org/explore/fra/party/1539/,1902,2019,42,29,1981,36,http://en.wikipedia.org/wiki/Socialist_Party_(France)
2618,FRA,PSdF,Socialist Party of France -- Jean Jaures Union,Parti socialiste de France – Union Jean Jaurès,soc,http://www.parlgov.org/explore/fra/party/2618/,,,3,,,,https://en.wikipedia.org/wiki/Socialist_Party_of_France_%E2%80%93_Jean_Jaur%C3%A8s_Union
2617,FRA,PSF,French Socialist Party,Parti socialiste français,soc,http://www.parlgov.org/explore/fra/party/2617/,,,7,,,,https://en.wikipedia.org/wiki/French_Socialist_Party_%281919%29
516,FRA,PSU,Unified Socialist Party,Parti socialiste unifie,com,http://www.parlgov.org/explore/fra/party/516/,1962,1978,,5,1968,3.9,http://en.wikipedia.org/wiki/Unified_Socialist_Party_(France)
2585,FRA,RI,Independent Radicals,Radicaux indépendants,con,http://www.parlgov.org/explore/fra/party/2585/,1902,1932,43,7,1902,16.8,https://en.wikipedia.org/wiki/Independent_Radicals
890,FRA,RGR,Rally of Republican Lefts,Rassemblement des gauches républicaines,con,http://www.parlgov.org/explore/fra/party/890/,1946,1956,10,4,1946,12.4,http://en.wikipedia.org/wiki/Rally_of_Republican_Lefts
138,FRA,RPR,Rally for the Republic,Rassemblement pour la république,con,http://www.parlgov.org/explore/fra/party/138/,1978,1999,6,6,1978,22.5,http://en.wikipedia.org/wiki/Rassemblement_pour_la_R%C3%A9publique
2587,FRA,RepG,Left Republican ,Républicaine gauche ,lib,http://www.parlgov.org/explore/fra/party/2587/,1902,1936,53,9,1902,29.7,https://en.wikipedia.org/wiki/Democratic_Republican_Alliance
2586,FRA,RP,Progressive Republicans,Républicains progressistes,con,http://www.parlgov.org/explore/fra/party/2586/,1906,1906,,1,1906,14.1,https://en.wikipedia.org/wiki/Progressive_Republicans_%28France%29
2592,FRA,Rep,Republicans,Republicans,lib,http://www.parlgov.org/explore/fra/party/2592/,1902,1902,,1,1902,4.6,""
2590,FRA,SI,Independent Socialists,Socialistes indépendants,com,http://www.parlgov.org/explore/fra/party/2590/,1902,1910,6,3,1902,4.1,https://en.wikipedia.org/wiki/Independent_Socialists_%28France%29
898,FRA,UDCA,Union for the Defence of Traders and Artisans -- Poujadists,Union de défense des commerçants et artisans – Poujadists,con,http://www.parlgov.org/explore/fra/party/898/,1956,1958,,2,1956,11.7,https://en.wikipedia.org/wiki/Union_for_the_Defense_of_Tradesmen_and_Artisans
2280,FRA,UDSR,Democratic and Socialist Union of the Resistance,Union démocratique et socialiste de la Résistance,soc,http://www.parlgov.org/explore/fra/party/2280/,,,12,,,,http://en.wikipedia.org/wiki/Democratic_and_Socialist_Union_of_the_Resistance
2273,FRA,UDI,Union of Democrats and Independents,Union des démocrates et indépendants,con,http://www.parlgov.org/explore/fra/party/2273/,2017,2019,,1,2017,3,http://en.wikipedia.org/wiki/Union_of_Democrats_and_Independents
2269,FRA,UFD,Union of Democratic Forces,Union des forces démocratiques,soc,http://www.parlgov.org/explore/fra/party/2269/,1958,1958,,1,1958,1.2,http://en.wikipedia.org/wiki/Union_of_the_Democratic_Forces_(France)
2734,FRA,UPR,Popular Republican Union,Union Populaire Républicaine,con,http://www.parlgov.org/explore/fra/party/2734/,2019,2019,,1,2019,1.2,https://en.wikipedia.org/wiki/Popular_Republican_Union_(2007)
509,FRA,UDF|MD,Union for French Democracy | Democratic Movement,Union pour la démocratie française | Mouvement démocrate,con,http://www.parlgov.org/explore/fra/party/509/,1978,2017,12,10,1993,19.1,http://en.wikipedia.org/wiki/Union_for_French_Democracy
658,FRA,UMP|LR,Union for a Popular Movement | The Republicans,Union pour un mouvement populaire | Les Républicains,con,http://www.parlgov.org/explore/fra/party/658/,2002,2019,9,4,2007,39.5,https://en.wikipedia.org/wiki/The_Republicans_(France)
2581,FRA,UR,Republican Union,Union républicaine,right,http://www.parlgov.org/explore/fra/party/2581/,1910,1936,28,7,1924,35.4,https://en.wikipedia.org/wiki/Republican_Federation
2387,GBR,IE,An Independence from Europe,An Independence from Europe,right,http://www.parlgov.org/explore/gbr/party/2387/,2014,2014,,1,2014,1.5,http://en.wikipedia.org/wiki/An_Independence_from_Europe
2729,GBR,BP,Brexit Party,Brexit Party,right,http://www.parlgov.org/explore/gbr/party/2729/,2019,2019,,1,2019,2,https://en.wikipedia.org/wiki/Brexit_Party
1250,GBR,BNP,British National Party,British National Party,right,http://www.parlgov.org/explore/gbr/party/1250/,1999,2014,,1,2010,1.9,http://en.wikipedia.org/wiki/British_National_Party
2730,GBR,CUK,Change UK ,Change UK,spec,http://www.parlgov.org/explore/gbr/party/2730/,2019,2019,,1,2019,3.4,https://en.wikipedia.org/wiki/Change_UK
2508,GBR,CoLab,Coalition Labour,Coalition Labour,soc,http://www.parlgov.org/explore/gbr/party/2508/,1918,1918,1,1,1918,0.5,https://en.wikipedia.org/wiki/Coalition_Labour
2501,GBR,CoLib,Coalition Liberal,Coalition Liberal,lib,http://www.parlgov.org/explore/gbr/party/2501/,1918,1918,1,1,1918,12.6,"https://en.wikipedia.org/wiki/National_Liberal_Party_%28UK,_1922%29"
1276,GBR,CPGB,Communist Party of Great Britain,Communist Party of Great Britain,com,http://www.parlgov.org/explore/gbr/party/1276/,1923,1951,,8,1945,0.4,http://en.wikipedia.org/wiki/Communist_Party_of_Great_Britain
773,GBR,Con,Conservatives,Conservatives,con,http://www.parlgov.org/explore/gbr/party/773/,1918,2019,28,28,1931,55,http://en.wikipedia.org/wiki/Conservative_Party_%28UK%29
2719,GBR,Con-18,Conservatives,Conservatives [no coupon],con,http://www.parlgov.org/explore/gbr/party/2719/,1918,1918,,1,1918,5.9,https://en.wikipedia.org/wiki/Coalition_Coupon
1496,GBR,CNL,Conservatives and National Liberals,Conservatives and National Liberals,con,http://www.parlgov.org/explore/gbr/party/1496/,1950,1966,,6,1955,49.7,""
2514,GBR,C,Constitutionalist,Constitutionalist,con,http://www.parlgov.org/explore/gbr/party/2514/,1922,1924,,2,1924,1.1,https://en.wikipedia.org/wiki/Constitutionalist_%28UK%29
319,GBR,DUP,Democratic Unionist Party,Democratic Unionist Party,con,http://www.parlgov.org/explore/gbr/party/319/,1974,2019,,13,2005,0.9,http://en.wikipedia.org/wiki/Democratic_Unionist_Party
2062,GBR,ED,English Democrats,English Democrats,spec,http://www.parlgov.org/explore/gbr/party/2062/,2009,2009,,1,2009,1.8,http://en.wikipedia.org/wiki/English_Democrats
467,GBR,GP,Green Party,Green Party,eco,http://www.parlgov.org/explore/gbr/party/467/,1987,2019,,7,2015,3.8,http://en.wikipedia.org/wiki/Green_Party_%28UK%29
1556,GBR,Lab,Labour,Labour Party,soc,http://www.parlgov.org/explore/gbr/party/1556/,1918,2019,16,28,1951,48.8,http://en.wikipedia.org/wiki/Labour_Party_%28UK%29
659,GBR,Lib,Liberals,Liberals,lib,http://www.parlgov.org/explore/gbr/party/659/,1918,2019,4,28,1923,29.7,http://en.wikipedia.org/wiki/Liberal_Party_(UK)
2503,GBR,NDP,National Democratic and Labour Party ,National Democratic and Labour Party ,right,http://www.parlgov.org/explore/gbr/party/2503/,1918,1918,,1,1918,1.4,https://en.wikipedia.org/wiki/National_Democratic_and_Labour_Party
